zone_risk_score,earnings_baseline,trust_score,past_claims_count,claim_approval_rate,weeks_active,forecast_rain_mm,forecast_aqi,tier_basic,tier_standard,tier_premium,city_bangalore,city_mumbai,city_delhi,city_chennai,city_hyderabad,month,recommended_weekly_premium
80,508.18,79,4,0.756,33,26.33,34,0,0,1,1,0,0,0,0,5,279
55,2395.21,68,9,0.939,14,27.83,254,0,0,1,0,1,0,0,0,4,300
40,1875.75,81,14,1.0,13,1.85,265,0,0,1,0,1,0,0,0,12,281
68,1072.36,78,1,0.824,7,7.2,278,0,1,0,0,0,1,0,0,3,169
38,1071.69,71,6,0.791,33,2.17,65,0,1,0,1,0,0,0,0,4,156
26,2209.13,69,13,0.635,32,6.04,142,0,1,0,0,0,0,0,1,2,195
23,2295.96,87,9,0.727,45,5.98,150,0,1,0,1,0,0,0,0,7,166
45,2272.3,87,3,0.746,37,13.31,283,1,0,0,1,0,0,0,0,12,111
67,2098.35,85,1,1.0,8,37.35,91,0,1,0,1,0,0,0,0,12,182
33,2119.97,50,0,0.789,46,9.91,253,0,0,1,0,1,0,0,0,8,274
72,1602.81,68,4,0.922,34,16.93,79,0,1,0,1,0,0,0,0,10,177
34,459.29,92,10,0.625,19,5.17,210,0,1,0,1,0,0,0,0,1,183
68,582.22,75,9,1.0,36,0.76,149,0,1,0,0,0,0,1,0,1,175
41,1764.06,56,12,0.885,34,7.23,161,0,1,0,1,0,0,0,0,5,179
91,1242.45,83,7,0.647,36,23.43,236,1,0,0,0,0,0,0,1,12,129
27,1591.35,85,7,0.772,6,2.75,266,0,1,0,0,1,0,0,0,7,183
46,885.26,55,11,0.734,50,3.05,50,0,0,1,0,0,0,0,1,5,283
35,1763.78,86,12,0.885,1,1.11,49,1,0,0,0,0,1,0,0,7,122
18,909.94,71,9,0.796,45,57.51,241,0,1,0,1,0,0,0,0,12,176
73,1367.71,58,1,0.805,30,5.36,278,0,0,1,0,0,1,0,0,2,280
81,1405.31,92,5,0.724,15,3.55,310,1,0,0,0,1,0,0,0,3,126
29,773.1,78,6,0.666,9,26.14,349,0,0,1,0,1,0,0,0,4,294
63,2240.04,99,9,0.973,29,16.67,346,0,1,0,0,1,0,0,0,5,175
92,1504.22,66,0,0.999,2,20.95,279,0,1,0,1,0,0,0,0,4,194
39,2220.25,62,4,0.75,30,30.04,338,1,0,0,0,0,0,0,1,7,129
62,951.32,66,5,0.925,46,19.43,252,1,0,0,0,1,0,0,0,5,129
72,761.91,59,6,0.716,4,42.44,225,0,1,0,0,0,1,0,0,5,199
20,437.83,74,10,0.968,19,10.2,213,0,1,0,0,0,0,0,1,2,172
40,597.12,67,8,0.83,20,2.76,122,1,0,0,0,1,0,0,0,1,121
58,709.69,98,2,0.739,5,1.83,251,0,0,1,0,0,1,0,0,1,261
28,565.6,93,7,0.697,9,9.22,322,0,0,1,0,0,0,1,0,11,279
21,2283.45,64,9,1.0,20,4.45,34,0,1,0,1,0,0,0,0,8,179
24,2314.02,76,2,0.641,49,1.41,303,1,0,0,1,0,0,0,0,1,116
40,2368.46,68,10,0.838,16,15.96,62,0,1,0,1,0,0,0,0,9,191
52,2415.71,64,8,0.562,49,4.3,298,0,1,0,1,0,0,0,0,2,195
46,1432.85,94,7,0.705,20,5.89,270,0,0,1,1,0,0,0,0,12,266
88,1513.05,56,8,0.659,20,9.46,325,0,1,0,0,0,1,0,0,8,199
38,674.74,92,4,0.483,26,5.14,130,0,1,0,0,1,0,0,0,2,164
35,687.81,89,10,0.77,39,20.12,137,0,1,0,1,0,0,0,0,8,183
11,2022.79,65,8,0.8,33,40.41,297,0,0,1,0,0,0,1,0,9,292
93,2197.03,73,12,0.674,12,4.87,122,1,0,0,0,1,0,0,0,8,129
24,2047.9,72,2,0.758,21,1.96,122,0,1,0,1,0,0,0,0,6,166
13,2152.61,60,6,0.815,23,3.26,204,0,0,1,1,0,0,0,0,7,281
59,980.8,73,2,0.566,20,11.21,308,0,1,0,0,1,0,0,0,4,184
47,1378.74,54,5,0.855,23,0.86,69,1,0,0,0,0,1,0,0,4,115
32,1364.32,88,7,0.94,49,11.23,281,0,1,0,1,0,0,0,0,11,157
68,2490.1,97,1,0.894,47,7.5,146,0,1,0,0,0,0,1,0,3,149
84,2393.27,79,14,0.897,6,0.46,316,0,1,0,1,0,0,0,0,10,191
37,1656.82,65,7,0.827,45,5.29,180,0,0,1,0,0,1,0,0,9,283
75,689.74,69,0,0.902,12,2.62,45,0,0,1,1,0,0,0,0,5,265
17,943.05,78,3,1.0,35,1.39,101,0,1,0,0,1,0,0,0,8,161
38,1163.9,66,6,1.0,8,28.29,38,1,0,0,0,1,0,0,0,3,129
20,2233.74,68,13,0.695,27,3.44,211,0,1,0,0,0,0,1,0,12,195
27,758.33,75,0,0.726,16,6.81,76,0,1,0,1,0,0,0,0,4,149
64,861.47,64,5,0.704,47,9.47,112,0,1,0,1,0,0,0,0,3,175
59,1133.71,74,9,1.0,32,9.91,322,0,1,0,0,0,0,0,1,12,179
23,2346.51,64,5,1.0,29,4.8,69,0,1,0,1,0,0,0,0,9,170
83,1458.01,69,13,0.964,7,3.14,101,0,1,0,0,0,1,0,0,1,199
18,1758.36,79,12,0.651,16,8.32,150,0,1,0,0,1,0,0,0,10,179
20,1213.17,70,6,0.805,29,15.83,238,0,1,0,1,0,0,0,0,9,187
72,795.9,96,8,0.902,25,22.54,160,0,0,1,1,0,0,0,0,11,275
85,867.88,84,6,0.901,43,8.95,224,0,0,1,1,0,0,0,0,11,279
76,2085.61,93,2,1.0,36,7.52,252,0,1,0,0,0,1,0,0,8,168
62,2276.31,55,3,1.0,48,33.79,249,1,0,0,0,0,0,1,0,1,129
48,1435.46,86,12,1.0,4,2.27,67,0,0,1,0,0,0,0,1,11,267
87,1149.69,60,14,0.787,27,0.17,129,1,0,0,1,0,0,0,0,10,129
65,2096.45,72,0,0.912,23,6.78,184,0,0,1,0,1,0,0,0,10,255
37,1813.5,93,4,0.603,23,0.6,301,1,0,0,0,1,0,0,0,4,118
84,485.84,88,6,0.862,30,0.61,172,1,0,0,1,0,0,0,0,10,117
48,1136.56,58,2,0.877,43,0.33,101,0,1,0,0,1,0,0,0,1,166
34,1832.56,67,5,0.662,24,9.63,206,0,0,1,0,1,0,0,0,11,294
30,1604.73,95,11,0.805,48,9.83,226,0,1,0,0,0,0,0,1,11,167
19,2453.94,85,14,1.0,16,2.95,99,0,1,0,1,0,0,0,0,2,165
52,2218.84,89,14,0.844,7,5.97,212,0,1,0,0,1,0,0,0,10,182
24,525.45,97,2,0.944,23,5.43,162,0,1,0,1,0,0,0,0,2,149
92,1924.11,85,3,1.0,38,6.79,310,0,1,0,0,1,0,0,0,11,178
57,1106.29,77,4,0.782,31,2.23,69,0,1,0,0,0,0,1,0,5,155
30,1832.37,68,5,0.978,42,16.75,164,0,1,0,0,1,0,0,0,3,172
69,1696.17,79,5,0.822,19,3.4,188,0,0,1,0,1,0,0,0,8,283
59,1456.41,87,0,1.0,47,3.96,32,1,0,0,1,0,0,0,0,2,94
32,2191.19,64,11,0.843,4,10.52,209,0,1,0,1,0,0,0,0,10,188
22,1888.25,93,7,1.0,6,39.92,239,1,0,0,0,1,0,0,0,5,125
78,2268.07,61,2,1.0,19,2.29,93,1,0,0,1,0,0,0,0,6,127
13,991.37,51,3,0.819,27,4.43,144,1,0,0,1,0,0,0,0,10,101
87,1131.07,58,7,1.0,29,4.69,88,1,0,0,1,0,0,0,0,5,129
81,1706.1,84,14,0.592,12,7.53,284,0,0,1,0,0,0,1,0,1,310
18,2429.58,50,4,0.869,38,18.02,325,1,0,0,0,1,0,0,0,7,129
44,1180.32,95,5,1.0,13,12.93,318,0,1,0,0,1,0,0,0,6,180
30,467.82,80,12,1.0,28,2.3,245,0,1,0,0,0,1,0,0,10,169
67,1336.36,77,12,0.661,5,12.47,268,0,1,0,1,0,0,0,0,4,199
27,1542.25,94,14,0.681,46,1.35,64,1,0,0,0,0,1,0,0,10,114
81,2082.07,86,0,0.771,46,2.13,100,0,1,0,0,0,0,0,1,7,157
90,1930.06,56,7,0.875,17,5.0,225,0,1,0,0,0,0,1,0,12,194
52,2425.79,95,4,0.753,27,4.23,64,1,0,0,1,0,0,0,0,11,101
15,2043.63,65,0,0.984,26,20.38,191,0,0,1,1,0,0,0,0,10,259
87,1027.12,99,6,0.808,4,58.11,103,1,0,0,1,0,0,0,0,7,129
76,1746.9,63,14,0.743,8,2.27,258,0,0,1,0,1,0,0,0,11,303
21,1811.71,82,1,0.694,26,10.71,177,0,0,1,1,0,0,0,0,10,265
21,2495.84,55,11,0.858,33,8.73,73,0,0,1,1,0,0,0,0,9,278
75,691.35,70,5,0.919,12,14.67,238,1,0,0,1,0,0,0,0,1,129
11,801.78,59,13,0.986,13,12.03,234,0,1,0,0,1,0,0,0,6,191
24,726.58,81,2,0.792,21,3.22,307,0,1,0,0,1,0,0,0,12,149
32,1637.03,55,5,0.921,37,18.37,296,0,1,0,1,0,0,0,0,6,189
38,684.13,51,8,1.0,25,6.52,42,1,0,0,0,1,0,0,0,12,117
90,1777.62,88,5,1.0,39,27.02,52,1,0,0,1,0,0,0,0,6,129
16,2087.93,98,0,0.787,3,8.22,103,1,0,0,0,0,0,0,1,12,96
37,1308.87,76,5,0.952,19,3.44,313,0,0,1,0,0,1,0,0,8,272
23,1577.44,63,2,0.823,7,22.65,204,0,1,0,0,1,0,0,0,9,185
53,2316.72,72,3,0.784,17,17.5,51,0,1,0,1,0,0,0,0,4,163
39,1596.09,88,12,0.71,13,29.36,206,0,1,0,1,0,0,0,0,6,199
90,838.07,70,3,1.0,24,22.4,113,0,1,0,0,0,1,0,0,1,187
41,1120.71,90,8,0.744,51,2.81,252,0,1,0,1,0,0,0,0,5,163
79,1512.68,79,7,0.826,45,16.89,204,0,0,1,0,0,1,0,0,2,288
15,725.29,74,6,0.564,8,9.02,281,0,1,0,1,0,0,0,0,9,191
36,1686.29,73,4,1.0,8,5.16,202,0,1,0,1,0,0,0,0,12,173
91,2498.42,60,9,0.845,45,0.08,188,1,0,0,0,0,0,0,1,6,129
33,1770.32,84,10,1.0,2,11.96,79,0,1,0,0,0,0,0,1,10,179
43,1182.06,53,3,0.903,30,19.23,298,0,0,1,0,1,0,0,0,8,289
49,1096.67,86,12,0.87,3,9.27,67,1,0,0,0,0,0,0,1,11,127
56,2356.37,85,2,0.976,45,3.72,256,0,1,0,0,0,0,0,1,7,174
88,2230.18,62,11,0.848,26,0.59,310,0,1,0,0,1,0,0,0,6,199
84,1391.95,58,0,0.574,17,10.76,285,0,1,0,1,0,0,0,0,8,199
33,1142.17,77,8,0.89,38,5.17,314,0,1,0,0,0,1,0,0,3,169
74,1891.97,95,14,1.0,3,6.87,155,0,1,0,0,1,0,0,0,10,183
27,1060.46,65,7,0.721,33,8.31,320,0,1,0,0,0,1,0,0,1,170
53,650.75,55,0,0.534,30,14.63,185,0,0,1,1,0,0,0,0,11,279
85,1051.32,76,1,0.742,15,7.7,112,1,0,0,0,0,0,0,1,12,121
66,1312.02,59,13,0.899,8,7.47,304,0,0,1,0,0,1,0,0,7,305
37,936.36,72,0,0.673,30,6.56,292,0,0,1,1,0,0,0,0,10,270
80,855.31,70,0,0.833,23,5.58,112,0,1,0,0,0,1,0,0,5,170
32,412.89,75,13,0.911,12,9.76,101,0,1,0,0,0,0,1,0,2,176
94,1724.77,94,8,0.718,39,0.25,299,0,1,0,0,1,0,0,0,4,181
43,1690.34,52,4,1.0,48,12.85,165,0,1,0,0,1,0,0,0,10,175
20,794.85,92,14,0.952,8,3.78,157,0,0,1,1,0,0,0,0,12,260
44,2381.67,84,2,0.699,9,4.66,95,0,0,1,0,0,0,1,0,12,274
51,1260.1,56,1,0.954,8,9.52,221,0,1,0,0,1,0,0,0,10,175
37,453.51,76,11,0.726,38,2.84,309,0,1,0,0,0,1,0,0,2,170
91,861.52,91,13,0.773,33,10.75,300,0,0,1,0,0,0,1,0,2,284
87,1853.34,82,7,0.856,48,1.37,258,0,1,0,0,1,0,0,0,5,180
91,823.4,53,7,0.974,33,10.48,32,0,1,0,1,0,0,0,0,12,185
33,513.22,75,14,0.843,45,12.63,271,0,0,1,1,0,0,0,0,11,275
17,1697.18,57,14,0.912,11,12.02,296,0,0,1,0,0,1,0,0,7,298
62,1488.55,69,13,1.0,23,14.88,100,1,0,0,0,0,0,1,0,10,129
81,1998.66,66,5,0.889,43,7.27,324,0,1,0,0,0,0,1,0,6,195
13,2022.53,54,1,0.755,51,20.01,34,0,1,0,0,1,0,0,0,11,159
14,2415.86,98,10,0.955,51,2.66,179,0,1,0,1,0,0,0,0,1,153
58,519.74,58,14,0.768,43,4.83,67,0,1,0,1,0,0,0,0,1,177
39,481.88,57,0,0.807,25,31.35,279,0,0,1,1,0,0,0,0,10,278
81,2473.11,56,5,0.935,15,15.56,80,0,0,1,1,0,0,0,0,1,291
72,1754.18,86,0,0.938,10,13.57,161,1,0,0,0,1,0,0,0,3,110
56,1902.28,85,11,0.823,20,12.42,215,0,0,1,1,0,0,0,0,1,288
35,602.61,52,5,0.803,16,1.17,123,0,1,0,1,0,0,0,0,10,168
66,546.61,57,14,1.0,35,30.09,136,0,1,0,1,0,0,0,0,4,199
46,736.53,54,9,0.521,34,3.46,92,1,0,0,0,0,1,0,0,5,129
16,1297.11,54,1,0.905,21,1.56,60,1,0,0,0,1,0,0,0,12,98
49,631.37,66,14,0.853,46,0.19,237,1,0,0,0,0,1,0,0,1,129
48,1337.3,96,6,0.787,47,4.89,225,0,0,1,0,1,0,0,0,5,260
71,1579.23,76,11,0.893,40,11.17,42,0,1,0,0,0,1,0,0,3,177
87,400.7,89,9,0.704,1,4.97,184,0,0,1,0,1,0,0,0,1,281
62,639.92,88,1,0.655,25,16.54,342,0,1,0,0,0,0,1,0,4,173
13,1187.91,98,1,1.0,46,2.0,171,1,0,0,0,0,0,1,0,5,88
91,511.99,61,5,0.749,14,1.86,81,0,1,0,0,0,1,0,0,1,181
34,680.41,77,3,0.832,19,3.1,109,1,0,0,0,1,0,0,0,12,109
16,886.77,53,5,0.512,8,0.56,251,0,1,0,0,0,1,0,0,2,186
37,1302.16,77,11,0.59,41,18.27,157,0,1,0,1,0,0,0,0,6,199
78,1901.16,74,7,0.888,15,1.45,196,1,0,0,1,0,0,0,0,2,122
76,678.65,99,10,1.0,44,4.78,36,1,0,0,0,1,0,0,0,2,120
29,1949.71,85,9,0.747,18,6.22,86,0,0,1,1,0,0,0,0,8,280
92,2195.63,91,2,1.0,1,2.68,84,1,0,0,0,0,0,1,0,11,119
20,1768.11,52,4,1.0,47,21.59,164,1,0,0,1,0,0,0,0,8,129
76,491.82,80,4,0.983,33,13.31,146,0,1,0,1,0,0,0,0,10,176
16,1325.37,86,9,1.0,1,0.29,332,0,1,0,0,0,0,0,1,4,161
32,1786.14,61,8,1.0,34,5.77,220,0,0,1,1,0,0,0,0,3,276
70,2454.88,86,6,0.772,4,1.48,250,0,0,1,0,0,1,0,0,2,274
80,2398.8,86,12,0.779,17,10.19,132,1,0,0,1,0,0,0,0,8,129
43,1230.98,53,8,0.954,2,6.8,125,0,0,1,1,0,0,0,0,2,282
28,1693.46,79,7,0.663,39,16.53,62,0,0,1,1,0,0,0,0,8,289
67,2270.71,87,2,0.9,10,11.52,178,0,0,1,0,1,0,0,0,1,270
18,2145.2,91,1,0.919,42,17.07,153,0,1,0,1,0,0,0,0,5,149
57,1406.79,87,14,0.955,45,20.9,186,1,0,0,0,0,1,0,0,9,129
91,948.61,76,2,0.936,37,1.99,45,0,0,1,0,0,1,0,0,11,262
50,687.91,71,5,0.657,26,8.76,130,0,1,0,0,1,0,0,0,6,195
57,1424.76,50,10,0.594,27,1.73,100,0,1,0,0,1,0,0,0,7,199
54,1917.98,97,11,0.86,39,2.79,61,0,1,0,1,0,0,0,0,1,163
34,2436.52,92,9,1.0,25,2.58,200,0,1,0,0,0,1,0,0,11,159
87,2209.81,87,3,0.706,29,4.36,167,0,1,0,1,0,0,0,0,8,172
34,828.91,69,10,0.802,46,15.51,300,1,0,0,1,0,0,0,0,6,129
28,1911.53,67,0,0.895,18,3.82,170,0,1,0,0,0,1,0,0,1,164
48,1007.11,55,9,0.769,22,13.67,146,0,1,0,1,0,0,0,0,1,181
88,1835.29,98,9,0.948,51,0.01,343,0,1,0,0,0,1,0,0,6,191
89,1798.19,61,12,0.957,26,8.64,115,0,0,1,0,0,1,0,0,9,307
36,972.1,66,8,1.0,26,3.3,52,1,0,0,1,0,0,0,0,10,123
83,892.22,71,5,0.932,21,13.54,82,1,0,0,1,0,0,0,0,9,129
72,618.27,67,0,0.8,21,47.21,319,1,0,0,0,1,0,0,0,3,129
77,506.13,59,2,0.98,42,7.6,74,0,1,0,0,0,0,0,1,11,171
28,2202.75,73,10,0.844,8,7.61,210,0,1,0,1,0,0,0,0,10,179
37,504.68,69,10,0.793,2,36.66,233,0,1,0,0,0,0,1,0,3,199
94,586.36,61,12,0.788,46,4.45,105,0,1,0,0,0,0,1,0,1,194
87,901.59,53,0,0.776,34,5.05,128,1,0,0,1,0,0,0,0,8,128
42,2264.08,91,11,1.0,12,11.93,265,1,0,0,0,0,0,0,1,8,129
19,1099.17,54,8,1.0,49,6.8,295,1,0,0,1,0,0,0,0,3,118
92,802.78,75,3,0.892,18,14.65,318,0,1,0,1,0,0,0,0,11,188
39,1902.67,85,1,0.783,17,5.3,86,0,1,0,0,1,0,0,0,7,165
31,1070.05,65,3,0.878,15,11.68,199,1,0,0,1,0,0,0,0,8,129
12,1100.07,54,14,0.74,3,14.7,81,0,0,1,0,0,0,1,0,6,291
91,1951.85,75,1,0.836,21,10.3,156,1,0,0,1,0,0,0,0,3,122
84,928.47,68,5,0.623,19,2.26,92,1,0,0,0,0,0,0,1,4,129
57,2283.2,55,5,0.833,32,7.26,137,0,1,0,0,0,0,0,1,12,172
11,1578.99,73,14,0.981,11,33.95,172,0,1,0,0,0,1,0,0,12,182
85,1529.45,80,10,0.77,18,1.1,165,0,0,1,0,0,1,0,0,7,301
63,955.98,80,6,1.0,29,12.21,195,0,0,1,0,1,0,0,0,7,287
15,2153.7,56,8,0.942,3,15.52,269,1,0,0,0,0,1,0,0,3,129
49,1602.77,59,10,0.915,50,11.24,57,0,1,0,0,0,0,1,0,6,188
11,726.58,88,8,0.766,4,1.19,287,0,0,1,0,0,1,0,0,5,260
82,833.23,71,3,0.714,28,0.78,160,0,1,0,0,0,1,0,0,8,176
11,1383.34,63,8,1.0,9,7.07,310,0,0,1,1,0,0,0,0,12,277
83,2037.25,77,7,0.674,38,3.87,238,0,1,0,0,0,0,1,0,9,199
64,2372.52,91,11,0.791,7,4.95,284,0,1,0,1,0,0,0,0,1,185
81,1793.35,71,0,0.887,1,3.19,48,0,0,1,1,0,0,0,0,4,266
69,1462.9,81,14,1.0,35,17.13,122,0,1,0,0,1,0,0,0,8,192
15,926.54,60,6,0.958,47,18.97,219,1,0,0,0,1,0,0,0,1,126
28,1813.02,63,6,0.751,34,0.16,209,0,0,1,1,0,0,0,0,5,262
36,2462.7,80,14,0.847,9,16.78,282,0,0,1,1,0,0,0,0,4,288
10,1400.07,93,9,0.815,26,11.19,258,0,1,0,0,1,0,0,0,10,159
42,740.5,53,3,0.899,8,6.06,257,0,1,0,0,0,1,0,0,11,176
49,617.02,94,6,1.0,19,0.86,59,0,1,0,0,0,0,1,0,2,151
41,965.44,71,10,0.757,26,11.05,168,0,1,0,0,1,0,0,0,8,186
78,1595.83,78,10,0.879,46,3.06,294,0,1,0,1,0,0,0,0,7,190
26,2388.29,84,10,0.996,10,7.98,146,0,1,0,1,0,0,0,0,5,176
17,1028.25,62,10,0.67,43,2.51,130,1,0,0,1,0,0,0,0,12,129
66,1041.32,69,9,0.829,30,21.03,127,0,1,0,0,0,0,1,0,7,197
51,1410.48,68,9,0.795,40,4.29,177,1,0,0,1,0,0,0,0,8,129
18,2328.94,64,4,0.847,36,11.61,289,1,0,0,1,0,0,0,0,7,127
44,1280.02,75,4,0.517,31,6.8,98,0,1,0,0,1,0,0,0,7,183
80,868.78,69,14,0.744,8,24.57,210,1,0,0,1,0,0,0,0,11,129
88,742.57,85,4,0.533,42,2.59,234,0,1,0,1,0,0,0,0,8,199
62,1359.73,55,5,0.69,47,31.08,167,0,0,1,0,1,0,0,0,7,313
63,2081.42,64,6,0.87,13,13.96,266,1,0,0,0,0,0,1,0,2,129
93,1011.84,53,4,0.912,37,12.07,137,0,0,1,0,0,0,1,0,8,294
34,1476.3,55,8,0.791,30,18.36,284,0,0,1,0,0,1,0,0,8,292
76,1666.32,51,13,0.533,15,10.55,167,0,1,0,1,0,0,0,0,7,199
71,1345.99,85,11,0.762,35,1.17,76,0,1,0,0,1,0,0,0,9,180
64,802.55,99,10,0.662,3,11.99,95,0,1,0,1,0,0,0,0,8,199
55,2335.67,64,8,0.812,29,5.76,237,1,0,0,1,0,0,0,0,3,129
33,1587.44,61,13,0.864,24,8.06,250,1,0,0,0,0,1,0,0,3,129
55,1931.18,89,6,0.608,45,5.25,165,0,1,0,1,0,0,0,0,10,176
31,1735.69,93,9,0.792,23,1.88,41,0,1,0,0,0,0,0,1,3,154
20,2495.9,90,2,0.519,9,6.63,159,0,1,0,0,0,1,0,0,10,166
57,1358.25,56,3,0.821,2,0.65,279,0,1,0,0,0,1,0,0,12,177
17,1292.44,71,3,0.821,15,0.55,180,0,1,0,0,0,1,0,0,8,159
48,1156.29,57,6,0.624,32,7.62,108,0,0,1,1,0,0,0,0,12,287
44,1159.42,91,14,0.633,18,1.99,62,0,1,0,1,0,0,0,0,12,179
58,979.12,60,1,1.0,29,9.77,251,1,0,0,1,0,0,0,0,10,123
55,2459.32,51,10,0.901,40,2.12,173,0,0,1,0,1,0,0,0,8,287
47,2228.64,79,4,0.745,3,16.36,137,0,0,1,1,0,0,0,0,7,283
17,1065.01,53,10,0.8,33,1.58,212,0,1,0,0,0,1,0,0,6,181
63,1040.98,74,10,0.671,7,5.87,204,1,0,0,0,0,1,0,0,2,129
46,617.42,70,3,0.883,30,6.27,143,0,0,1,0,0,1,0,0,4,270
49,2241.76,74,9,0.833,27,9.68,171,1,0,0,0,0,0,0,1,4,127
43,1180.71,58,10,0.959,38,5.15,192,0,1,0,0,0,0,1,0,3,179
88,1602.49,57,8,1.0,29,10.7,149,0,1,0,0,0,0,1,0,11,192
26,2290.79,54,0,1.0,31,14.54,43,0,1,0,1,0,0,0,0,2,159
42,1257.01,95,14,0.979,1,1.31,286,0,1,0,0,0,1,0,0,9,187
56,2094.42,77,9,0.818,41,0.76,80,0,1,0,0,1,0,0,0,6,176
61,1303.6,51,12,0.646,43,11.32,105,0,0,1,0,0,1,0,0,9,309
89,1871.98,70,13,0.806,27,19.2,77,0,0,1,1,0,0,0,0,3,300
18,1305.49,98,2,0.843,27,6.53,215,0,1,0,0,1,0,0,0,8,158
42,1224.79,57,5,0.909,29,10.01,198,0,0,1,1,0,0,0,0,5,271
69,2480.49,83,10,0.766,5,3.54,274,1,0,0,0,0,0,0,1,1,129
86,1685.93,72,3,0.67,3,20.76,230,0,1,0,1,0,0,0,0,10,199
30,1171.52,64,2,0.888,29,14.76,214,0,1,0,0,0,0,0,1,5,166
67,941.42,76,5,1.0,41,8.85,183,0,1,0,1,0,0,0,0,2,174
94,483.51,51,12,1.0,39,3.66,172,0,1,0,1,0,0,0,0,3,190
78,1883.79,77,10,1.0,13,5.76,284,0,0,1,0,0,0,1,0,6,296
19,1181.53,60,2,0.795,33,3.28,265,0,0,1,0,0,1,0,0,10,258
15,2124.63,95,6,0.737,20,5.65,149,0,1,0,1,0,0,0,0,1,149
22,1164.12,70,11,0.964,3,0.51,109,0,1,0,1,0,0,0,0,12,175
74,1183.99,91,0,1.0,6,1.12,174,0,1,0,1,0,0,0,0,2,160
29,2036.28,81,8,0.811,43,2.45,133,0,1,0,0,0,1,0,0,1,163
66,1427.88,81,14,0.762,17,23.43,138,0,1,0,1,0,0,0,0,12,194
55,2258.28,56,12,0.77,47,6.26,295,0,1,0,0,1,0,0,0,10,183
17,1639.29,71,9,0.882,4,6.55,140,0,0,1,0,0,0,0,1,5,269
19,905.35,63,1,0.84,33,7.52,39,0,1,0,0,0,1,0,0,10,150
82,1593.37,62,3,0.852,33,6.94,64,0,0,1,0,1,0,0,0,2,272
76,408.4,70,5,1.0,6,0.9,167,0,0,1,0,0,1,0,0,2,285
20,1056.03,71,5,0.98,41,3.91,228,1,0,0,0,0,1,0,0,10,105
21,836.7,83,10,0.824,14,0.7,77,0,1,0,0,0,1,0,0,5,167
19,1773.79,59,7,0.85,46,0.72,305,0,1,0,0,0,1,0,0,10,166
34,685.68,50,7,1.0,7,0.8,75,0,1,0,0,0,0,0,1,7,182
58,1009.2,50,3,0.929,6,22.77,127,0,1,0,0,0,0,0,1,4,186
58,1095.75,73,5,1.0,51,2.47,65,1,0,0,1,0,0,0,0,12,114
20,406.92,52,8,0.951,3,0.7,268,0,0,1,0,0,1,0,0,4,281
71,498.21,80,6,0.889,37,0.03,30,0,1,0,0,0,0,1,0,10,168
45,1053.36,92,12,0.776,22,9.5,79,0,0,1,1,0,0,0,0,1,266
48,866.95,90,7,0.615,38,9.6,345,0,0,1,0,0,0,0,1,1,281
62,645.5,62,7,1.0,8,3.08,58,1,0,0,1,0,0,0,0,2,129
87,723.74,53,1,1.0,24,3.29,49,0,1,0,0,0,1,0,0,4,175
65,2154.63,72,6,1.0,13,4.13,58,0,0,1,0,1,0,0,0,3,273
10,1834.97,55,2,0.667,13,4.37,45,1,0,0,1,0,0,0,0,8,129
65,1416.65,83,6,0.907,1,15.01,266,0,1,0,0,1,0,0,0,1,183
13,2308.64,90,1,0.749,51,28.07,248,0,1,0,1,0,0,0,0,12,152
39,462.06,67,0,0.835,41,8.87,102,0,1,0,1,0,0,0,0,6,169
21,1124.36,85,10,0.616,36,4.98,177,0,1,0,0,0,1,0,0,6,192
44,2129.11,75,8,0.748,32,3.49,203,0,1,0,1,0,0,0,0,8,175
86,1719.41,82,9,0.834,5,17.69,53,0,1,0,0,1,0,0,0,5,191
61,2461.54,82,9,0.909,49,0.94,238,0,1,0,0,0,0,0,1,12,176
40,2383.48,74,0,0.962,7,5.68,79,0,1,0,1,0,0,0,0,1,152
77,756.88,66,10,1.0,50,10.95,316,0,1,0,1,0,0,0,0,7,199
61,2441.17,52,0,0.832,45,2.88,42,1,0,0,1,0,0,0,0,3,103
89,2385.62,71,10,0.779,32,1.45,200,0,1,0,1,0,0,0,0,3,180
16,1184.58,98,11,0.902,28,10.55,163,0,0,1,0,0,0,1,0,9,269
31,2464.05,84,11,0.896,33,9.15,108,0,1,0,0,0,0,0,1,2,164
84,475.27,53,2,0.683,46,9.66,299,1,0,0,1,0,0,0,0,1,129
65,1787.58,77,0,0.667,14,38.27,294,0,1,0,0,0,0,1,0,4,193
67,958.91,62,6,1.0,13,3.9,331,0,0,1,0,0,0,0,1,9,291
73,671.87,79,6,0.891,29,42.56,231,0,1,0,0,0,1,0,0,2,190
21,1612.82,96,10,0.969,50,0.48,61,1,0,0,0,1,0,0,0,11,100
16,1043.34,61,7,0.935,40,0.41,30,1,0,0,0,1,0,0,0,10,111
64,1800.33,52,1,0.921,1,19.57,173,0,1,0,1,0,0,0,0,9,190
71,1533.96,70,6,1.0,47,3.89,138,0,0,1,0,1,0,0,0,3,282
82,1224.44,89,8,1.0,49,4.42,145,0,1,0,0,0,1,0,0,8,181
86,781.83,50,13,0.934,49,0.53,108,0,0,1,0,0,1,0,0,8,298
64,1662.63,67,10,0.868,27,0.02,277,1,0,0,1,0,0,0,0,12,129
45,2141.38,62,9,1.0,30,10.02,34,0,1,0,0,1,0,0,0,1,171
